OBJECTID,slope,risidual,intercept,slope_mean,LONGITUDE,slope_zsco,STATION,rank,LATITUDE,slope_std,slope_tsco,setsize
25,0.02590518069,0.00000000000,-34.60036886030,0.01737401506,-118.45470000000,-0.03892736188,USC00048014,2,34.58940000000,0.21915601827,-0.12910745344,11
26,0.02051884216,0.00000000000,-29.18627799020,0.01737401506,-122.43333000000,-0.01434971818,USW00024239,2,47.25000000000,0.21915601827,-0.07029897499,24
27,0.18800000000,-0.00000000000,-356.27600000000,0.01737401506,-121.83333000000,-0.77855943125,USW00024238,2,45.71667000000,0.21915601827,-1.55711886249,4
29,0.01214773221,-0.00000000000,-11.25506548270,0.01737401506,-123.35472000000,0.02384731617,USW00024231,2,43.23889000000,0.21915601827,0.17524126902,54
30,0.00611468635,-0.00000000000,-3.63442116590,0.01737401506,-121.13920000000,0.05137585907,USW00024230,2,44.25580000000,0.21915601827,0.39462546145,59
31,0.02569311521,0.00000000000,-39.83731519550,0.01737401506,-122.31380000000,-0.03795971571,USW00024233,2,47.44440000000,0.21915601827,-0.31759376755,70
32,0.02418208994,0.00000000000,-40.99230488460,0.01737401506,-111.53830000000,-0.03106496881,USC00248324,2,46.33100000000,0.21915601827,-0.23861455312,59
33,0.01649705393,-0.00000000000,-23.70244527570,0.01737401506,-123.36410000000,0.00400153801,USW00024235,2,42.60030000000,0.21915601827,0.03150814183,62
34,0.01499833177,0.00000000000,-18.09612127690,0.01737401506,-122.30083000000,0.01084014628,USW00024234,2,47.53028000000,0.21915601827,0.06413117023,35
35,0.02735236351,-0.00000000000,-49.79618944640,0.01737401506,-121.33720000000,-0.04553079824,USW00024237,2,47.27670000000,0.21915601827,-0.33146921455,53
36,0.01735071439,0.00000000000,-20.15964201450,0.01737401506,-121.72440000000,0.00010632000,USC00041534,2,36.48050000000,0.21915601827,0.00057255073,29
37,0.02139335990,0.00000000000,-28.41229880450,0.01737401506,-90.27060000000,-0.01834010706,USC00237452,2,38.62910000000,0.21915601827,-0.07994267328,19
38,-0.12883333333,0.00000000000,263.40800000000,0.01737401506,-115.34440000000,0.66713818563,USC00107563,2,45.70750000000,0.21915601827,2.10967618065,10
39,0.12411143132,-0.00000000000,-247.14961575400,0.01737401506,-105.89000000000,-0.48703849019,USS0005J37S,2,40.53000000000,0.21915601827,-2.00811113879,17
40,-0.63500000000,-0.00000000000,1289.68000000000,0.01737401506,-81.64530000000,2.97675610379,USC00468191,2,38.51690000000,0.21915601827,5.95351220759,4
42,-0.12842857143,-0.00000000000,275.47571428600,0.01737401506,-118.47940000000,0.66529127351,USC00043392,2,34.08690000000,0.21915601827,1.62962415043,6
44,-0.18269230769,0.00000000000,364.23423076900,0.01737401506,-107.30000000000,0.91289449560,USC00299823,2,33.76667000000,0.21915601827,1.58117964833,3
45,0.00492420417,0.00000000000,-4.87287726354,0.01737401506,-106.74690000000,0.05680798085,USC00299820,2,35.94770000000,0.21915601827,0.41745169917,54
46,-0.03142857143,0.00000000000,70.72428571430,0.01737401506,-69.85640000000,0.22268421774,USC00170409,2,43.93160000000,0.21915601827,0.58916706104,7
47,0.01905565118,0.00000000000,-30.78104572910,0.01737401506,-105.11750000000,-0.00767323721,USC00482580,2,44.09910000000,0.21915601827,-0.05479787432,51
48,-0.04800000000,-0.00000000000,99.42100000000,0.01737401506,-112.31667000000,0.29829897248,USC00247362,2,48.98333000000,0.21915601827,0.73068027338,6
49,-0.00174354440,0.00000000000,7.61442212128,0.01737401506,-106.78333000000,0.08723264649,USC00298192,2,35.96667000000,0.21915601827,0.37009677523,18
51,0.00836676623,0.00000000000,-4.17757512616,0.01737401506,-83.41667000000,0.04109971016,USC00336498,2,38.93333000000,0.21915601827,0.26316655027,41
52,-0.09583333333,0.00000000000,199.10375000000,0.01737401506,-105.20920000000,0.51656052748,USR0000CWAT,2,39.48220000000,0.21915601827,1.46105380749,8
54,0.08700255727,0.00000000000,-158.46878230600,0.01737401506,-118.57860000000,-0.31771220683,USR0000CWAR,2,34.59580000000,0.21915601827,-1.42085218350,20
55,0.05347150103,0.00000000000,-92.63062069800,0.01737401506,-118.05690000000,-0.16471136065,USR0000CWAL,2,35.66470000000,0.21915601827,-0.82355680325,25
57,0.07555517942,-0.00000000000,-139.29385917400,0.01737401506,-119.45920000000,-0.26547828718,USR0000CWAK,2,38.56530000000,0.21915601827,-0.95719557695,13
59,0.02103004292,0.00000000000,-39.94201716740,0.01737401506,-109.99580000000,-0.01668230644,USC00482054,2,42.95880000000,0.21915601827,-0.03730277123,5
62,0.00713186062,0.00000000000,0.00000365924,0.01737401506,-77.11667000000,0.04673453427,USC00180565,1,39.00000000000,0.21915601827,0.04673453427,1
63,0.02320998921,0.00000000000,-37.32687712600,0.01737401506,-117.28330000000,-0.02662931275,USR0000OMOR,2,44.51670000000,0.21915601827,-0.13045645687,24
64,0.14297253915,0.00000000000,-277.44017699900,0.01737401506,-122.43530000000,-0.57310095831,USR0000OMOU,2,42.93720000000,0.21915601827,-2.74849564191,23
66,0.04028535980,0.00000000000,-73.22943176180,0.01737401506,-118.67060000000,-0.10454353442,USR0000OMOO,2,42.85970000000,0.21915601827,-0.46753289913,20
67,-0.03983102602,-0.00000000000,87.90738671060,0.01737401506,-82.70000000000,0.26102427638,USC00336729,2,40.98333000000,0.21915601827,1.56614565830,36
68,0.01129629630,-0.00000000000,-5.00515873016,0.01737401506,-83.74528000000,0.02773238360,USC00091448,2,32.66944000000,0.21915601827,0.10376507795,14
70,-0.03800000000,-0.00000000000,85.10000000000,0.01737401506,-114.21667000000,0.25266937910,USC00268538,2,37.98333000000,0.21915601827,0.50533875821,4
71,0.00578975057,0.00000000000,2.60377898930,0.01737401506,-91.50000000000,0.05285852784,USC00230668,2,36.98333000000,0.21915601827,0.31715116701,36
80,-0.01104231076,-0.00000000000,36.96851488110,0.01737401506,-77.96667000000,0.12966253924,USC00316044,2,35.96667000000,0.21915601827,0.97893070373,57
81,0.03860294118,-0.00000000000,-66.65713235290,0.01737401506,-121.56667000000,-0.09686672664,USC00049056,2,41.91667000000,0.21915601827,-0.39939174555,17
82,0.00032820504,0.00000000000,0.00000016831,0.01737401506,-100.03333000000,0.07777933801,USC00322385,1,48.83333000000,0.21915601827,0.07777933801,1
83,-0.35500000000,-0.00000000000,698.72500000000,0.01737401506,-70.85000000000,1.69912748920,USC00171756,2,45.01667000000,0.21915601827,2.40292913943,2
84,0.00825864936,-0.00000000000,-7.89596977376,0.01737401506,-121.47440000000,0.04159304307,USC00049053,2,41.96000000000,0.21915601827,0.27589703554,44
87,0.06823376623,0.00000000000,-134.66040692600,0.01737401506,-111.96000000000,-0.23207097653,USS0011D28S,2,45.60000000000,0.21915601827,-1.06348281653,21
89,0.02653444181,-0.00000000000,-42.87035154390,0.01737401506,-107.89889000000,-0.04179865474,USW00093013,2,38.50583000000,0.21915601827,-0.18219611200,19
91,0.00333756086,-0.00000000000,10.75467304890,0.01737401506,-90.94000000000,0.06404776979,USC00226562,2,32.72500000000,0.21915601827,0.35080408274,30
93,0.06229299363,0.00000000000,-115.08108280300,0.01737401506,-123.75330000000,-0.20496347270,USC00350145,2,44.40440000000,0.21915601827,-0.57972424577,8
96,-0.02375147929,0.00000000000,57.42257819100,0.01737401506,-82.63333000000,0.18765395848,USC00334383,2,39.73333000000,0.21915601827,1.21613664594,42
98,0.22742857143,0.00000000000,-444.26085714300,0.01737401506,-75.73250000000,-0.95847039942,USC00071200,2,39.59170000000,0.21915601827,-1.91694079885,4
99,0.01026643433,-0.00000000000,-10.75657783360,0.01737401506,-93.65000000000,0.03243160189,USC00130205,2,42.00000000000,0.21915601827,0.23160796370,51
100,-0.06581970149,-0.00000000000,141.23289194000,0.01737401506,-93.56550000000,0.37960954581,USC00130203,2,41.95190000000,0.21915601827,1.51843818322,16
101,0.02715932914,0.00000000000,-44.64799790360,0.01737401506,-93.77410000000,-0.04464999024,USC00130200,2,42.02080000000,0.21915601827,-0.32505683553,53
103,0.01445217472,0.00000000000,-8.10409948215,0.01737401506,-96.87690000000,0.01333223867,USC00414903,2,29.91760000000,0.21915601827,0.08742533549,43
105,0.00295193232,-0.00000000000,0.00000154228,0.01737401506,-109.98333300000,0.06580737713,USC00241030,1,48.30000000000,0.21915601827,0.06580737713,1
106,-0.00210090763,0.00000000000,13.06359583560,0.01737401506,-123.47610000000,0.08886328038,USR0000OSFK,2,45.59060000000,0.21915601827,0.29472615865,11
108,-0.32700000000,-0.00000000000,657.88600000000,0.01737401506,-83.65000000000,1.57136462774,USC00088094,2,30.20000000000,0.21915601827,3.14272925548,4
112,0.00027767584,-0.00000000000,8.80961957186,0.01737401506,-79.65893000000,0.07800990070,USC00445880,2,38.31437000000,0.21915601827,0.34003727373,19
113,-0.17000000000,-0.00000000000,338.66000000000,0.01737401506,-95.04761000000,0.85498001170,USC00148549,2,37.54397000000,0.21915601827,1.20912432810,2
115,-0.00934917698,0.00000000000,30.89429633690,0.01737401506,-106.55000000000,0.12193683868,USC00290903,2,35.31667000000,0.21915601827,0.71100784053,34
116,-0.01068734065,0.00000000000,38.59601444900,0.01737401506,-118.74970000000,0.12804282506,USC00048839,2,35.02330000000,0.21915601827,0.95818476443,56
117,0.05358662721,0.00000000000,-103.55922356100,0.01737401506,-114.56670000000,-0.16523667675,USR0000IBON,2,44.37500000000,0.21915601827,-0.84254503909,26
118,0.06820029028,0.00000000000,-128.89456700500,0.01737401506,-116.33610000000,-0.23191822709,USR0000IBOF,2,48.67560000000,0.21915601827,-0.80338830504,12
119,-0.03736750349,0.00000000000,87.94824616460,0.01737401506,-96.46300000000,0.24978332323,USC00141395,2,37.03480000000,0.21915601827,0.82843756205,11
127,0.03180881362,0.00000000000,-55.86405641760,0.01737401506,-72.07910000000,-0.06586539888,USC00275629,2,43.33250000000,0.21915601827,-0.38966495473,35
130,0.01693067847,0.00000000000,-14.94246017700,0.01737401506,-102.35920000000,0.00202292686,USC00416502,2,31.87960000000,0.21915601827,0.00535216140,7
131,0.00023775206,0.00000000000,7.34436546830,0.01737401506,-121.13150000000,0.07819207127,USC00353232,2,42.20500000000,0.21915601827,0.24726504019,10
134,0.01860734149,0.00000000000,-23.66933704120,0.01737401506,-73.93333000000,-0.00562761834,USC00305804,2,40.73333000000,0.21915601827,-0.03082373510,30
138,0.01669064748,0.00000000000,-25.62070143890,0.01737401506,-103.73580000000,0.00311817848,USR0000NAGA,2,42.42500000000,0.21915601827,0.01080168712,12
140,0.00434936597,0.00000000000,0.00000220221,0.01737401506,-73.28333000000,0.05943094418,USC00063495,1,41.90000000000,0.21915601827,0.05943094418,1
142,0.11000000000,-0.00000000000,-190.35666666700,0.01737401506,-85.16666700000,-0.42264860290,USC00014895,2,31.10000000000,0.21915601827,-0.73204885396,3
143,0.01617665751,0.00000000000,-26.10740721760,0.01737401506,-113.29978000000,0.00546349385,USC00100375,2,43.63560000000,0.21915601827,0.02942181479,29
147,0.00849051702,0.00000000000,2.53341993591,0.01737401506,-84.76639000000,0.04053504036,USC00092153,2,31.16806000000,0.21915601827,0.17197561148,18
149,0.01150000000,-0.00000000000,-5.06600000001,0.01737401506,-84.93780000000,0.02680289188,USC00092159,2,32.51810000000,0.21915601827,0.05993308824,5
155,0.02914443202,0.00000000000,-36.49274916270,0.01737401506,-112.80020000000,-0.05370793395,USC00026132,2,31.95550000000,0.21915601827,-0.38729341952,52
156,-0.00124412283,0.00000000000,14.35489655750,0.01737401506,-91.88740000000,0.08495380615,USC00238051,2,39.97010000000,0.21915601827,0.87465296718,106
157,-0.01384615385,0.00000000000,38.54923076920,0.01737401506,-73.83333000000,0.14245636125,USC00305110,2,41.18333000000,0.21915601827,0.34894539568,6
158,0.02467781994,0.00000000000,-37.97923751710,0.01737401506,-83.35000000000,-0.03332696469,USC00208725,2,42.26667000000,0.21915601827,-0.21598341640,42
159,0.03785714286,-0.00000000000,-62.46285714290,0.01737401506,-82.99250000000,-0.09346367924,USC00157431,2,37.08760000000,0.21915601827,-0.24728165188,7
161,0.09028018070,0.00000000000,-179.94962370200,0.01737401506,-109.91000000000,-0.33266786928,USS0009E07S,2,44.73000000000,0.21915601827,-1.69627995699,26
163,0.00469345574,0.00000000000,0.00000241806,0.01737401506,-92.03333300000,0.05786087659,USC00218951,1,44.08333300000,0.21915601827,0.05786087659,1
165,0.02171105662,0.00000000000,-29.69371466010,0.01737401506,-80.25450000000,-0.01978974429,USC00448170,2,36.63650000000,0.21915601827,-0.12671619129,41
170,-0.10006849315,-0.00000000000,207.34486301400,0.01737401506,-72.41540000000,0.53588538951,USC00436391,2,44.27630000000,0.21915601827,1.77733076765,11
172,0.04019243986,0.00000000000,-60.82771134020,0.01737401506,-87.71667000000,-0.10411954451,USC00018391,2,34.71667000000,0.21915601827,-0.54102102348,27
175,0.01145648620,0.00000000000,-3.42934428330,0.01737401506,-97.45000000000,0.02700144360,USW00013911,2,32.76667000000,0.21915601827,0.15033767542,31
176,-0.00350239770,0.00000000000,11.29472791690,0.01737401506,-89.73220000000,0.09525822254,USC00475516,2,45.88650000000,0.21915601827,0.92356273336,94
177,0.03927272727,0.00000000000,-71.90672727270,0.01737401506,-117.04000000000,-0.09992293336,USS0017B06S,2,47.86000000000,0.21915601827,-0.33140687792,11
178,0.05167198468,-0.00000000000,-87.74594767070,0.01737401506,-104.79780000000,-0.15650024075,USR0000TPIN,2,31.89440000000,0.21915601827,-0.56426964265,13
179,-0.00960174745,-0.00000000000,37.10644378220,0.01737401506,-85.70000000000,0.12308930747,USC00018398,2,32.43333000000,0.21915601827,0.75877345059,38
180,-0.06690547863,-0.00000000000,146.92006622500,0.01737401506,-97.38333000000,0.38456390272,USW00013919,2,35.41667000000,0.21915601827,1.76229319377,21
187,-0.01017933541,-0.00000000000,34.03803489570,0.01737401506,-85.50330000000,0.12572481781,USC00402009,2,36.10750000000,0.21915601827,1.01362588652,65
188,0.00705489809,0.00000000000,0.00000361975,0.01737401506,-93.68333000000,0.04708571114,USC00035010,1,35.16667000000,0.21915601827,0.04708571114,1
189,0.04434401455,0.00000000000,-75.49495838760,0.01737401506,-105.08333000000,-0.12306301102,USC00052557,2,39.75000000000,0.21915601827,-0.66271459599,29
192,0.00905114723,0.00000000000,-7.87161151545,0.01737401506,-85.49800000000,0.03797690751,USC00124181,2,40.85550000000,0.21915601827,0.21144647223,31
197,0.04080264669,-0.00000000000,-67.56254281230,0.01737401506,-95.75000000000,-0.10690389343,USC00138231,2,40.81667000000,0.21915601827,-0.69281641300,42
198,-0.02818471338,-0.00000000000,61.46254777070,0.01737401506,-89.17000000000,0.20788262535,USR0000MWAT,2,46.26890000000,0.21915601827,0.65738258208,10
199,0.05716879623,0.00000000000,-95.82424344320,0.01737401506,-88.88890000000,-0.18158196834,USR0000MWAU,2,31.52420000000,0.21915601827,-0.65470309756,13
207,-0.16709302326,-0.00000000000,325.06174418600,0.01737401506,-71.93333300000,0.84171559502,USC00192010,2,42.03333300000,0.21915601827,1.88213328819,5
208,-0.01629846583,0.00000000000,42.76219213390,0.01737401506,-99.38020000000,0.15364616111,USC00253910,2,40.45180000000,0.21915601827,1.48170991848,93
209,-0.00764576735,0.00000000000,21.94810358480,0.01737401506,-98.52520000000,0.11416424978,USC00397052,2,44.86550000000,0.21915601827,0.66568624860,34
210,0.03327474561,-0.00000000000,-60.61975948200,0.01737401506,-74.30810000000,-0.07255438691,USC00304996,2,44.84200000000,0.21915601827,-0.42306113983,34
211,-0.66000000000,0.00000000000,1256.43000000000,0.01737401506,-74.38333300000,3.09083008724,USC00304995,2,44.85000000000,0.21915601827,4.37109382837,2
220,0.00366700857,-0.00000000000,4.34414411655,0.01737401506,-123.00110000000,0.06254451328,USW00024232,2,44.90500000000,0.21915601827,0.64998164837,108
221,0.04785831622,0.00000000000,-76.37859548250,0.01737401506,-98.23540000000,-0.13909862663,USW00003999,2,30.74060000000,0.21915601827,-0.60631685667,19
222,0.01511620017,0.00000000000,-15.89582697200,0.01737401506,-95.50417000000,0.01030231755,USW00003998,2,37.32778000000,0.21915601827,0.04490676109,19
223,0.01094906367,-0.00000000000,-9.10321498126,0.01737401506,-95.21160000000,0.02931679195,USW00003997,2,39.00780000000,0.21915601827,0.12778893347,19
224,0.01375085232,0.00000000000,-20.63544039790,0.01737401506,-111.64330000000,0.01653234428,USC00425148,2,38.40580000000,0.21915601827,0.12035728307,53
225,0.06271428571,-0.00000000000,-112.28804761900,0.01737401506,-93.18333000000,-0.20688581135,USW00003994,2,38.70417000000,0.21915601827,-0.94806989072,21
226,0.01787419108,0.00000000000,-17.44025746300,0.01737401506,-97.19889000000,-0.00228228282,USW00003991,2,33.20611000000,0.21915601827,-0.01020667908,20
228,0.02946428571,0.00000000000,-46.13428571430,0.01737401506,-87.71960000000,-0.05516741337,USC00114957,2,38.72390000000,0.21915601827,-0.14595925624,7
239,-0.01344085232,0.00000000000,31.64982116860,0.01737401506,-114.57390000000,0.14060698689,USC00246218,2,48.54970000000,0.21915601827,0.75719179741,29
243,0.01130224827,0.00000000000,-11.75299291400,0.01737401506,-80.21440000000,0.02770522497,USW00094823,2,40.48460000000,0.21915601827,0.23179854263,70
244,0.01632811876,0.00000000000,-23.29439061380,0.01737401506,-89.09300000000,0.00477238228,USW00094822,2,42.19270000000,0.21915601827,0.03906363254,67
246,0.14607784431,-0.00000000000,-280.62209580800,0.01737401506,-122.83940000000,-0.58727033948,USC00355945,2,45.49800000000,0.21915601827,-1.55377127064,7
247,-0.00416007905,-0.00000000000,12.58368577080,0.01737401506,-84.46667000000,0.09825919582,USW00094824,2,46.25000000000,0.21915601827,0.47123454877,23
252,0.00481362456,0.00000000000,-1.82324106762,0.01737401506,-94.46560000000,0.05731255113,USC00212698,2,43.64470000000,0.21915601827,0.58447563318,104
254,-0.02314285714,0.00000000000,62.32085714290,0.01737401506,-89.91667000000,0.18487684037,USC00228036,2,32.60000000000,0.21915601827,0.36975368074,4
255,0.00216770509,0.00000000000,6.92063084112,0.01737401506,-81.15722000000,0.06938577409,USC00461330,2,39.20472000000,0.21915601827,0.21941708335,10
257,0.01197480223,0.00000000000,-6.89843246411,0.01737401506,-85.94800000000,0.02463638863,USC00010160,2,32.94520000000,0.21915601827,0.14985730163,37
258,-0.01194029851,0.00000000000,44.38835820890,0.01737401506,-82.63333000000,0.13376002084,USC00080535,2,28.55000000000,0.21915601827,0.29909649927,5
259,0.20369387755,0.00000000000,-403.01471428600,0.01737401506,-95.55170000000,-0.85016995636,USC00213311,2,44.81350000000,0.21915601827,-2.55050986909,9
260,0.17297644540,0.00000000000,-340.18811563200,0.01737401506,-105.66000000000,-0.71000756248,USS0005P02S,2,35.83000000000,0.21915601827,-2.24524105338,10
261,0.01515785400,0.00000000000,-22.14688015100,0.01737401506,-105.88250000000,0.01011225279,USW00024037,2,46.42660000000,0.21915601827,0.08987966884,79
262,0.00403191639,0.00000000000,-1.99858561341,0.01737401506,-109.45780000000,0.06087945372,USW00024036,2,47.04920000000,0.21915601827,0.59649438973,96
263,0.02340878727,-0.00000000000,-39.15055807920,0.01737401506,-109.66667000000,-0.02753642017,USW00024035,2,48.56667000000,0.21915601827,-0.22707113786,68
264,0.02129507480,0.00000000000,-33.60805721280,0.01737401506,-108.54220000000,-0.01789163613,USW00024033,2,45.80690000000,0.21915601827,-0.14969216756,70
265,0.01847257458,0.00000000000,-28.02873624350,0.01737401506,-100.55000000000,-0.00501268240,USW00024032,2,42.87830000000,0.21915601827,-0.04193910987,70
266,0.35500000000,0.00000000000,-686.63166666600,0.01737401506,-107.05000000000,-1.54057364066,USW00024031,2,41.80000000000,0.21915601827,-2.66835181843,3
267,0.02104456395,-0.00000000000,-32.90831571670,0.01737401506,-102.98630000000,-0.01674856530,USW00024030,2,41.09930000000,0.21915601827,-0.12193139589,53
268,0.21242424242,-0.00000000000,-420.13078787900,0.01737401506,-97.30800000000,-0.89000625628,USC00395360,2,43.74470000000,0.21915601827,-2.81444690166,10
269,0.03115350090,0.00000000000,-56.86735786950,0.01737401506,-101.20000000000,-0.06287523356,USC00323004,2,46.45800000000,0.21915601827,-0.24351473247,15
273,0.05125632378,0.00000000000,-87.07919055650,0.01737401506,-122.83330000000,-0.15460359694,USR0000CABS,2,40.39830000000,0.21915601827,-0.59877715620,15
280,0.01841737670,0.00000000000,-26.59001879510,0.01737401506,-104.43250000000,-0.00476081674,USC00297279,2,36.91940000000,0.21915601827,-0.03399903203,51
281,0.02581768625,-0.00000000000,-41.85361775690,0.01737401506,-106.18770000000,-0.03852812829,USC00292820,2,36.34660000000,0.21915601827,-0.18874851012,24
282,-0.01074204843,-0.00000000000,40.22086114990,0.01737401506,-89.12150000000,0.12829245445,USC00229639,2,30.87130000000,0.21915601827,0.58790988359,21
283,-0.00444639699,-0.00000000000,17.50308660530,0.01737401506,-84.64110000000,0.09956565295,USC00203823,2,41.93520000000,0.21915601827,0.98060795784,97
284,0.02396051643,-0.00000000000,-37.59336320790,0.01737401506,-70.86440000000,-0.03005393791,USC00194502,2,42.50070000000,0.21915601827,-0.15903049126,28
285,1.24000000000,0.00000000000,-2448.88000000000,0.01737401506,-93.37639000000,-5.57879265465,USC00162145,2,31.99444000000,0.21915601827,-7.88960423387,2
287,0.02292949634,-0.00000000000,-39.34132326600,0.01737401506,-120.09360000000,-0.02534943516,USC00040931,2,39.38860000000,0.21915601827,-0.20593978481,66
289,0.00402560804,-0.00000000000,14.41286292470,0.01737401506,-115.55810000000,0.06090823848,USC00041048,2,32.95440000000,0.21915601827,0.49855541871,67
290,0.02413793103,0.00000000000,-32.46120689650,0.01737401506,-121.70000000000,-0.03086347354,USC00041043,2,38.11667000000,0.21915601827,-0.06172694709,4
291,-0.00042886419,-0.00000000000,13.70657530680,0.01737401506,-83.53270000000,0.08123381411,USC00152791,2,38.12270000000,0.21915601827,0.74452020429,84
293,-0.02723279649,0.00000000000,61.04975109810,0.01737401506,-89.33333000000,0.20353906729,USC00116492,2,42.01667000000,0.21915601827,0.40707813458,4
294,-0.02763636364,-0.00000000000,67.42036363640,0.01737401506,-89.62500000000,0.20538052779,USC00118186,2,39.83600000000,0.21915601827,0.68117014991,11
300,-0.00060225264,0.00000000000,8.71375653679,0.01737401506,-93.19520000000,0.08202497856,USC00135230,2,43.16300000000,0.21915601827,0.82434083232,101
303,0.03152340060,0.00000000000,-45.48968026330,0.01737401506,-113.94970000000,-0.06456307087,USR0000BADG,2,37.16970000000,0.21915601827,-0.31629315970,24
305,-0.02200000000,0.00000000000,52.21400000000,0.01737401506,-104.90000000000,0.17966202970,USC00059147,2,40.46667000000,0.21915601827,0.35932405940,4
306,0.11044483986,-0.00000000000,-214.32384341600,0.01737401506,-105.50000000000,-0.42467838908,USC00055878,2,39.98333000000,0.21915601827,-1.27403516723,9
307,0.07750000000,-0.00000000000,-138.12000000000,0.01737401506,-79.69000000000,-0.27435242442,USR0000NRCK,2,34.96000000000,0.21915601827,-0.72586828659,7
308,-0.01093439364,-0.00000000000,28.86399602390,0.01737401506,-114.27220000000,0.12917011782,USR0000NMAT,2,39.02280000000,0.21915601827,0.51668047129,16
309,-0.04154916765,-0.00000000000,90.96990539430,0.01737401506,-79.08333000000,0.26886408679,USC00361004,2,41.15000000000,0.21915601827,1.28942686289,23
310,-0.02408095207,-0.00000000000,54.60159157780,0.01737401506,-79.08333300000,0.18915732938,USC00361001,2,41.16666700000,0.21915601827,0.70776191873,14
312,0.14200000000,0.00000000000,-265.84800000000,0.01737401506,-98.95000000000,-0.56866330171,USC00324843,2,46.30000000000,0.21915601827,-1.13732660341,4
313,0.09000000000,0.00000000000,-161.83000000000,0.01737401506,-122.86666700000,-0.33138941614,USC00351500,2,42.40000000000,0.21915601827,-0.46865540673,2
314,0.09235816444,0.00000000000,-179.16101132000,0.01737401506,-109.46000000000,-0.34214962459,USS0009S02S,2,33.92000000000,0.21915601827,-1.64089195532,23
316,0.00396105870,0.00000000000,2.53073418591,0.01737401506,-83.77540000000,0.06120277450,USC00330563,2,40.35350000000,0.21915601827,0.61811772335,102
317,0.05185652174,0.00000000000,-98.57533768120,0.01737401506,-119.94000000000,-0.15734227583,USS0019L03S,2,38.85000000000,0.21915601827,-0.77081658150,24
318,-0.28000000000,-0.00000000000,568.14000000000,0.01737401506,-93.65000000000,1.35690553886,USC00410917,2,30.73333000000,0.21915601827,1.91895421592,2
321,-0.06095628415,-0.00000000000,129.28417486300,0.01737401506,-109.75350000000,0.35741797024,USC00244538,2,46.67860000000,0.21915601827,1.13025486264,10
323,0.04994389902,-0.00000000000,-92.89448807850,0.01737401506,-106.46806000000,-0.14861505613,USC00244530,2,47.48194000000,0.21915601827,-0.49290037937,11
324,0.01295425564,0.00000000000,-15.92332327920,0.01737401506,-113.92556000000,0.02016718255,USW00023177,2,37.79806000000,0.21915601827,0.12267218237,37
325,0.01490566038,0.00000000000,-16.44603773580,0.01737401506,-95.47280000000,0.01126300206,USC00140810,2,37.27570000000,0.21915601827,0.02518483824,5
326,0.01915062323,0.00000000000,-20.77122022710,0.01737401506,-118.38880000000,-0.00810659081,USW00023174,2,33.93800000000,0.21915601827,-0.06926274222,73
327,0.04610526316,0.00000000000,-70.98515789470,0.01737401506,-115.03333000000,-0.13109951678,USW00023173,2,36.23333000000,0.21915601827,-0.43480790737,11
328,0.01131349112,0.00000000000,0.00000580477,0.01737401506,-116.16667000000,0.02765392431,USW00023172,1,33.68333000000,0.21915601827,0.02765392431,1
329,0.19828451883,0.00000000000,-377.60991631800,0.01737401506,-82.11630000000,-0.82548727247,USC00088529,2,29.93810000000,0.21915601827,-2.47646181741,9
